0.000000000000000000e+00 1.449017600000000000e+08
1.008333333333333304e+00 1.458960640000000000e+08
2.016666666666666607e+00 1.459970400000000000e+08
3.024999999999999911e+00 1.454245440000000000e+08
4.033333333333333215e+00 1.452668960000000000e+08
5.041666666666666075e+00 1.455336000000000000e+08
6.049999999999999822e+00 1.453294560000000000e+08
7.058333333333333570e+00 1.441366720000000000e+08
8.066666666666666430e+00 1.455931520000000000e+08
9.074999999999999289e+00 1.452171520000000000e+08
1.008333333333333215e+01 1.447066560000000000e+08
1.109166666666666679e+01 1.456973120000000000e+08
1.209999999999999964e+01 1.441247840000000000e+08
1.310833333333333250e+01 1.453886400000000000e+08
1.411666666666666714e+01 1.447000320000000000e+08
1.512500000000000000e+01 1.442922080000000000e+08
1.613333333333333286e+01 1.450781440000000000e+08
1.714166666666666572e+01 1.438343840000000000e+08
1.814999999999999858e+01 1.433143360000000000e+08
1.915833333333333144e+01 1.439086720000000000e+08
2.016666666666666430e+01 1.450504480000000000e+08
2.117500000000000071e+01 1.872140480000000000e+08
2.218333333333333357e+01 4.462410880000000000e+08
2.319166666666666643e+01 9.023895040000000000e+08
2.419999999999999929e+01 1.231362432000000000e+09
2.520833333333333215e+01 1.259544064000000000e+09
2.621666666666666501e+01 1.094915328000000000e+09
2.722499999999999787e+01 9.677130240000000000e+08
2.823333333333333428e+01 8.703262720000000000e+08
2.924166666666666714e+01 6.949149440000000000e+08
3.025000000000000000e+01 5.585233920000000000e+08
3.125833333333333286e+01 5.314554240000000000e+08
3.226666666666666572e+01 5.299416960000000000e+08
3.327499999999999858e+01 5.295399680000000000e+08
3.428333333333333144e+01 5.285449280000000000e+08
3.529166666666666430e+01 5.287374080000000000e+08
3.629999999999999716e+01 5.284835200000000000e+08
3.730833333333333002e+01 5.287966720000000000e+08
3.831666666666666288e+01 5.291780160000000000e+08
3.932499999999999574e+01 5.279539840000000000e+08
4.033333333333332860e+01 5.266706240000000000e+08
4.134166666666666856e+01 5.375146240000000000e+08
4.235000000000000142e+01 6.221213440000000000e+08
4.335833333333333428e+01 8.029190400000000000e+08
4.436666666666666714e+01 9.401991040000000000e+08
4.537500000000000000e+01 9.709915520000000000e+08
4.638333333333333286e+01 9.724789760000000000e+08
4.739166666666666572e+01 9.725920640000000000e+08
4.839999999999999858e+01 9.731558400000000000e+08
4.940833333333333144e+01 9.727699200000000000e+08
5.041666666666666430e+01 9.705978240000000000e+08
5.142499999999999716e+01 9.737093120000000000e+08
5.243333333333333002e+01 9.723189760000000000e+08
5.344166666666666288e+01 9.745209600000000000e+08
5.444999999999999574e+01 9.726368640000000000e+08
5.545833333333332860e+01 9.736901120000000000e+08
5.646666666666666856e+01 9.735059840000000000e+08
5.747500000000000142e+01 9.732435840000000000e+08
5.848333333333333428e+01 9.746139520000000000e+08
5.949166666666666714e+01 9.736100480000000000e+08
6.050000000000000000e+01 9.743711360000000000e+08
6.150833333333333286e+01 9.726291840000000000e+08
6.251666666666666572e+01 9.740900480000000000e+08
6.352499999999999858e+01 9.752416000000000000e+08
6.453333333333333144e+01 9.735466240000000000e+08
6.554166666666667140e+01 9.729325440000000000e+08
6.654999999999999716e+01 9.328379520000000000e+08
6.755833333333333712e+01 7.771297280000000000e+08
6.856666666666666288e+01 5.991376000000000000e+08
6.957500000000000284e+01 5.364492800000000000e+08
7.058333333333332860e+01 5.324243520000000000e+08
7.159166666666666856e+01 5.307462400000000000e+08
7.259999999999999432e+01 5.296631040000000000e+08
7.360833333333333428e+01 5.307827840000000000e+08
7.461666666666666003e+01 5.286820160000000000e+08
7.562500000000000000e+01 5.296255680000000000e+08
7.663333333333332575e+01 5.281068800000000000e+08
7.764166666666666572e+01 5.277863680000000000e+08
7.864999999999999147e+01 5.276912000000000000e+08
7.965833333333333144e+01 5.335940160000000000e+08
8.066666666666665719e+01 5.361155200000000000e+08
8.167499999999999716e+01 5.362858880000000000e+08
8.268333333333333712e+01 5.369864320000000000e+08
8.369166666666666288e+01 5.482195200000000000e+08
8.470000000000000284e+01 6.417559040000000000e+08
8.570833333333332860e+01 8.312894720000000000e+08
8.671666666666666856e+01 9.603690240000000000e+08
8.772499999999999432e+01 9.862875520000000000e+08
8.873333333333333428e+01 9.872969600000000000e+08
8.974166666666666003e+01 9.874996480000000000e+08
9.075000000000000000e+01 9.882850560000000000e+08
9.175833333333332575e+01 9.881093760000000000e+08
9.276666666666666572e+01 9.871802880000000000e+08
9.377499999999999147e+01 9.886852480000000000e+08
9.478333333333333144e+01 9.646420480000000000e+08
9.579166666666665719e+01 8.254586880000000000e+08
9.679999999999999716e+01 6.311121920000000000e+08
9.780833333333333712e+01 5.462680960000000000e+08
9.881666666666666288e+01 5.400590720000000000e+08
9.982500000000000284e+01 5.386460160000000000e+08
1.008333333333333286e+02 5.391397120000000000e+08
1.018416666666666686e+02 5.364253120000000000e+08
1.028499999999999943e+02 5.364563200000000000e+08
1.038583333333333343e+02 5.368830080000000000e+08
1.048666666666666600e+02 5.393338240000000000e+08
1.058750000000000000e+02 5.406700160000000000e+08
1.068833333333333258e+02 5.400839680000000000e+08
1.078916666666666657e+02 5.419340800000000000e+08
1.088999999999999915e+02 6.008361600000000000e+08
1.099083333333333314e+02 7.759524480000000000e+08
1.109166666666666572e+02 9.364953600000000000e+08
1.119249999999999972e+02 9.826758400000000000e+08
1.129333333333333371e+02 9.847898880000000000e+08
1.139416666666666629e+02 9.862750080000000000e+08
1.149500000000000028e+02 9.868202240000000000e+08
1.159583333333333286e+02 9.862291840000000000e+08
1.169666666666666686e+02 9.869008000000000000e+08
1.179749999999999943e+02 9.861032960000000000e+08
1.189833333333333343e+02 9.877442560000000000e+08
1.199916666666666600e+02 9.884719360000000000e+08
1.210000000000000000e+02 9.860961280000000000e+08
